start_node,cat_id,distance
1423,43,0.00545887
1423,44,0.0726879
1423,44,0.00219679
1423,48,0.0298268
1423,50,0.0531064
1423,50,0.051579
1423,50,0.0523788
1423,50,0.0522645
1423,50,0.0527215
1423,54,0.0511702
1423,54,0.0262701
1424,21,0.0168537
1424,54,0.00885744
1424,54,0.00885744
1425,36,0.00948639
1425,36,0.00710671
1425,54,0.002459
1428,21,0.0220839
1428,41,0.0289491
1428,60,0.0139128
1429,48,0.012794
1429,53,0.00713932
1429,53,0.00526604
1431,44,0.00450008
1431,53,0.00314182
1431,53,0.00942037
1431,55,0.0281015
1431,55,0.0231167
1431,60,0.00667158
1431,60,0.000945542
1433,55,0.00665068
1433,55,0.0108313
1434,36,0.00363923
1435,23,0.00421295
1435,23,0.00402472
1435,53,0.00677922
1436,48,0.00739695
1436,53,0.00299347
1438,44,0.00895381
1438,53,0.00265417
1439,23,0.00883906
1440,53,0.00223956
1441,44,0.00718864
1442,44,0.00232191
1442,50,0.00350522
1442,54,0.00694789
1442,21,0.00764137
1442,48,0.000596906
1442,36,0.0105228
1442,55,0.0034933
1443,13,0.0063886
1443,49,0.0125388
1443,54,0.00798146
1443,54,0.00326092
1443,54,0.0116658
1443,55,0.00774388
1443,13,0.00880529
1443,13,0.00170627
1443,53,0.0265115
1443,54,0.00906912
1443,55,0.0262002
1443,57,0.00377631
1444,55,0.0020255
1445,47,0.0099164
1445,49,0.00213041
1445,54,0.0131722
1445,54,0.0135255
1448,2,0.00777243
1448,23,0.017427
1448,54,0.00763468
1448,54,0.0248507
1448,54,0.0176543
1448,54,0.0117077
1448,54,0.0105577
1448,54,0.0105063
1448,54,0.00256449
1448,54,0.0141403
1449,47,0.00680889
1449,54,0.00565952
1449,60,0.00314814
1449,60,0.00349662
1451,49,0.0118906
1451,54,0.0193083
1452,60,0.000390721
1453,36,0.00992895
1453,44,0.00342638
1453,50,0.00653418
1453,54,0.00429281
1453,54,0.00687163
1455,49,0.0375357
1456,54,0.0123351
1458,23,0.0235326
1458,36,0.0205181
1458,54,0.0199519
1458,54,0.0194439
1458,54,0.00120939
1459,36,0.00366119
1460,2,0.0108099
1460,2,0.0104578
1460,2,0.00590462
1460,50,0.00456976
1461,2,0.0156451
1461,49,0.0151418
1462,2,0.0137204
1462,2,0.00807829
1462,2,0.0135466
1462,45,0.00274481
1463,2,0.00771187
1463,2,0.00184444
1463,2,0.0109863
1463,36,0.00238171
1463,36,0.00807017
1463,45,0.00847886
1463,49,0.00647868
1464,2,0.00930686
1464,2,0.00291403
1464,36,0.00355777
1464,54,0.00991946
1465,2,0.0169796
1465,2,0.00882735
1465,36,0.00575077
1465,41,0.00944504
1465,54,0.010796
1466,54,0.00427814
1466,60,0.00874297
1468,2,0.00268811
1468,2,0.00583386
1468,23,0.00922693
1468,41,0.0118445
1468,41,0.000878951
1468,49,0.00170204
1468,55,0.0131939
1469,2,0.00799252
1469,2,0.0046859
1469,54,0.00976912
1469,55,0.00647816
1470,2,0.00740303
1470,55,0.00921613
1472,2,0.00628199
1472,2,0.00323779
1472,25,0.00616117
1474,54,0.00284627
1475,49,0.0144345
1478,55,0.00146864
1480,2,0.0106515
1480,36,0.0190934
1485,36,0.0115174
1486,54,0.00766967
1491,54,0.00232871
1491,60,0.00351119
1492,55,0.00127361
1494,5,0.00933988
1494,21,0.0083964
1494,44,0.0139973
1495,53,0.0484048
1495,53,0.0237276
1497,53,0.00418345
1497,53,0.018452
1497,53,0.00133922
1497,53,0.0091782
1497,60,0.0113023
1498,55,0.00763911
1499,44,0.00367485
1499,53,0.00268324
1499,60,0.00563596
1502,49,0.00272792
1502,49,0.00781134
1502,53,0.00397912
1502,53,0.00571824
1502,53,0.00283163
1502,53,0.00300897
1502,53,0.0123921
1502,60,0.00502611
1503,53,0.00371073
1504,53,0.00646784
1504,53,0.00190104
1504,53,0.0136787
1505,21,0.0247715
1505,23,0.0253914
1505,23,0.00483976
1505,23,0.0137548
1505,48,0.0247715
1505,48,0.018066
1505,53,0.0211597
1505,53,0.0270419
1505,54,0.0184858
1505,60,0.0278849
1505,60,0.0243026
1505,60,0.0138471
1505,60,0.0189515
1507,55,0.00535124
1507,60,0.00694222
1508,53,0.00759793
1510,53,0.01832
1510,60,0.032729
1513,23,0.004395
1513,53,0.0221115
1513,53,0.00188395
1513,60,0.0139263
1513,60,0.0187353
1514,21,0.0140478
1514,36,0.0142658
1514,48,0.0139843
1515,23,0.00195384
1515,55,0.00701696
1516,53,0.0161194
1516,53,0.0334942
1516,53,0.0224425
1516,53,0.0163681
1516,53,0.00611842
1516,55,0.0224687
1518,21,0.0015019
1518,48,0.00210947
1519,53,0.00397655
1520,36,0.00672786
1526,36,0.00753895
1528,18,0.0147464
1528,36,0.00951033
1528,53,0.00491296
1528,53,0.0177841
1528,54,0.0124881
1528,54,0.00422279
1529,44,0.00442348
1529,50,0.00637428
1530,7,0.0114572
1530,36,0.0111668
1530,41,0.00425945
1530,58,0.0163821
1531,13,0.00924928
1531,13,0.00919273
1531,31,0.00274944
1531,31,0.00800394
1531,36,0.0049345
1531,36,0.00904954
1531,36,0.00685726
1531,41,0.00581045
1531,41,0.00737706
1531,44,0.00603786
1531,58,0.00165209
1531,58,0.00523411
1532,7,0.00153446
1532,13,0.00380436
1532,31,0.00509393
1532,36,0.000417072
1532,44,0.00846012
1532,50,0.00854665
1532,54,5.38361e-05
1532,55,0.012396
1533,13,0.00657809
1533,54,0.00448852
1533,54,0.00420623
1534,31,0.00819092
1534,31,0.0141423
1534,54,0.0113758
1535,13,0.0150888
1535,18,0.0165969
1535,25,0.0174247
1535,31,0.0174545
1536,6,0.00727625
1536,11,0.00348823
1536,16,0.00191633
1536,18,0.00240351
1536,29,0.00171007
1536,31,0.00884816
1536,31,0.0051467
1536,31,0.00486063
1536,36,0.000634669
1536,44,0.0027269
1536,44,0.00255121
1536,50,0.00121356
1536,54,0.0117883
1536,58,0.000273952
1537,31,0.0028326
1537,31,0.0028326
1537,47,0.00233822
1538,13,0.00370852
1538,31,0.00471902
1538,54,0.0106905
1538,54,0.0109223
1539,6,0.00905162
1539,7,0.0159877
1539,13,0.00292099
1539,31,0.00546577
1539,36,0.00727455
1539,40,0.0167357
1539,40,0.00322774
1539,44,0.0176559
1539,44,0.0117232
1539,54,0.00489975
1539,54,0.0126599
1539,54,0.0141816
1539,54,0.00956668
1539,54,0.0191203
1540,2,0.0173159
1540,7,0.00962651
1540,36,0.0172626
1540,36,0.0179679
1540,54,0.0189439
1540,54,0.0124092
1540,54,0.0169633
1540,54,0.0197445
1541,7,0.0153605
1541,33,0.0078674
1541,36,0.00292469
1541,36,0.0055572
1541,40,0.0114066
1541,44,0.016812
1541,54,0.0256818
1541,54,0.0270864
1541,54,0.0150611
1541,54,0.0171187
1542,0,0.00657067
1542,2,0.00824905
1542,36,0.0113962
1542,44,0.00245725
1542,50,0.0109144
1542,50,0.00385352
1542,50,0.0108284
1542,54,0.00302509
1543,36,0.00164459
1543,44,0.0126088
1543,50,0.0120196
1543,54,0.0111832
1543,54,0.0113494
1543,54,0.0122662
1544,36,0.00121335
1544,36,0.00265208
1544,36,0.00236688
1544,49,0.00356938
1544,54,0.00324274
1544,54,0.00522365
1544,54,0.0102218
1544,54,0.0137304
1544,36,0.00200631
1544,36,0.00282282
1544,49,0.00734744
1544,54,0.00185431
1544,54,0.0106771
1544,54,0.0134798
1544,11,0.00973371
1544,36,0.00927913
1544,36,0.0050399
1544,43,0.0101363
1544,44,0.00973371
1544,53,0.00269929
1544,54,0.0109871
1544,54,0.00624189
1544,55,0.0050399
1546,36,0.0195728
1546,36,0.0201358
1546,54,0.00597426
1546,55,0.019415
1547,36,0.00519075
1547,36,0.00882399
1547,36,0.00896589
1547,49,0.0105921
1547,54,0.0110971
1547,54,0.00712203
1547,54,0.0109589
1547,54,0.0059734
1548,53,0.00508386
1549,54,0.00397788
1549,55,0.00892018
1549,60,0.00848485
1550,0,0.00557858
1550,44,0.0148301
1550,50,0.0142781
1550,50,0.0157551
1550,54,0.00960373
1550,54,0.018336
1550,54,0.0230412
1550,55,0.00367614
1550,60,0.0208036
1552,22,0.0110757
1552,36,0.0036558
1552,36,0.0172903
1552,36,0.0126046
1552,36,0.0170607
1552,36,0.016899
1552,43,0.0165519
1552,44,0.0169511
1552,54,0.00613954
1552,54,0.0165911
1552,58,0.0122837
1552,58,0.0136586
1552,58,0.015494
1552,36,0.0179504
1552,38,0.016829
1552,48,0.0204795
1552,54,0.0287399
1552,60,0.0189927
1552,0,0.0709655
1552,8,0.0391476
1552,44,0.017778
1552,44,0.00881341
1552,44,0.037446
1552,54,0.0515429
1552,55,0.000807631
1552,55,0.0740417
1552,55,0.0101564
1552,55,0.0433264
1552,55,0.0257155
1552,60,0.0517528
1552,60,0.0211825
1552,11,0.0112036
1552,14,0.0206133
1552,21,0.0308594
1552,33,0.0406972
1552,33,0.0352313
1552,36,0.0464764
1552,36,0.0209246
1552,40,0.0152467
1552,40,0.0206988
1552,40,0.0122768
1552,43,0.0161531
1552,44,0.0184891
1552,50,0.0229494
1552,50,0.0217498
1552,50,0.0140942
1552,53,0.0335885
1552,57,0.0229221
1553,23,0.00955394
1553,33,0.0253314
1553,33,0.0269908
1553,36,0.0257486
1553,36,0.0112341
1553,36,0.000540467
1553,44,0.0165188
1553,55,0.00271924
1553,60,0.00724031
1554,36,0.0136429
1554,40,0.0126581
1554,54,0.0143666
1554,54,0.00633136
1555,48,0.00941879
1555,48,0.0139228
1555,55,0.000535301
1556,53,0.00206637
1557,11,0.00921682
1557,49,0.0143406
1558,54,0.00529316
1559,25,0.00597896
1559,54,0.0129575
1559,55,0.0138462
1561,21,0.0103263
1561,22,0.00118262
1561,31,0.00188695
1562,11,0.0155022
1562,11,0.0116671
1562,21,0.0127361
1562,33,0.0117159
1562,44,0.0207417
1562,50,0.019497
1562,50,0.00326325
1562,54,0.0196505
1562,60,0.0136676
1563,0,0.00875866
1563,14,0.00618892
1563,30,0.0196709
1563,54,0.0187604
1565,12,0.0287343
1565,44,0.0162688
1565,50,0.0129923
1565,53,0.0268478
1565,54,0.0253665
1565,54,0.0062245
1565,56,0.0272729
1567,23,0.0160694
1567,53,0.00451434
1567,54,0.0228808
1568,54,0.00984496
1569,33,0.003821
1571,54,0.0130872
1572,11,0.0233298
1572,21,0.00692117
1572,23,0.0224078
1572,23,0.0209488
1572,23,0.0230185
1572,54,0.00953179
1573,23,0.00461008
1573,33,0.00299095
1573,36,0.00941917
1573,44,0.00491744
1573,54,0.00299579
1574,23,0.0189869
1574,33,0.00546714
1574,44,0.00247705
1575,23,0.0125414
1575,36,0.0136802
1575,44,0.0109917
1576,20,0.0136668
1577,20,0.012043
1577,54,0.0192791
1578,14,0.0208837
1578,44,0.0138851
1579,36,0.0116749
1580,55,0.00136758
1581,54,0.0116072
1582,14,0.0341438
1582,21,0.0194332
1582,21,0.0194332
1582,36,0.0118399
1582,36,0.0223353
1582,36,0.0289504
1582,36,0.00245089
1582,36,0.00166655
1582,36,0.0185008
1582,40,0.035056
1582,44,0.00193155
1582,44,0.00759895
1582,48,0.0197935
1582,49,0.0240767
1582,49,0.0155768
1582,53,0.00985938
1582,53,0.00180337
1582,54,0.00600098
1582,54,0.00895932
1582,54,0.0139663
1585,23,0.00954424
1589,16,0.00482991
1589,16,0.00482111
1589,36,0.00770195
1589,40,0.0087327
1589,40,0.0030592
1589,43,0.00741122
1589,44,0.00548182
1589,44,0.00588718
1589,50,0.00572849
1589,54,0.00120917
1590,16,0.0118798
1590,44,0.00413467
1590,50,0.00432753
1590,50,0.00818327
1590,54,0.00973959
1592,36,0.0353289
1592,55,0.0162902
1594,23,0.00968279
1594,33,0.0118446
1594,55,0.00180995
1595,55,0.000131985
1596,33,0.0454437
1596,33,0.0131944
1596,44,0.0318115
1596,48,0.0449301
1596,53,0.0372026
1596,53,0.0389859
1596,55,0.0404983
1596,60,0.00839764
1596,60,0.014229
1596,60,0.0411118
1598,23,0.0238387
1598,36,0.0128218
1598,36,0.0113125
1598,48,0.0118547
1598,48,0.0164783
1598,48,0.004584
1598,48,0.00597066
1598,53,0.00315178
1598,53,0.024209
1598,55,0.0230591
1599,53,0.0190479
1599,54,0.0193585
1600,23,0.00227522
1600,36,0.0215945
1600,48,0.0172266
1600,48,0.023499
1600,53,0.00043173
1600,53,0.0241355
1600,53,0.000744746
1600,53,0.00213506
1601,36,0.00161039
1601,48,0.00264878
1601,53,0.00253654
1602,23,0.00211917
1604,36,0.00412092
1604,53,0.000432466
1605,2,0.0404725
1605,33,0.0224752
1605,48,0.00261054
1605,48,0.00861645
1605,48,0.0134806
1605,53,0.0252745
1605,53,0.00898462
1605,53,0.00235932
1605,53,0.015386
1605,55,0.0242168
1605,60,0.0382111
1605,60,0.0321866
1607,53,0.0421819
1607,53,0.00824192
1607,54,0.0234113
1607,48,0.0025121
1609,47,0.0075407
1610,44,0.00310837
1610,50,0.00843774
1610,54,0.0225346
1610,55,0.00305349
1610,16,0.0175573
1610,23,0.00953559
1610,30,0.00937398
1610,36,0.0110867
1610,36,0.00517659
1610,44,0.0104249
1610,50,0.00961962
1610,50,0.0111887
1610,54,0.0174836
1611,13,0.00344172
1611,21,6.28926e-05
1611,23,0.0139213
1611,36,0.0101816
1611,36,0.00993938
1611,44,0.00138309
1611,48,6.28926e-05
1611,54,0.0141558
1611,54,0.00763745
1611,54,0.00758502
1611,54,0.00428407
1611,55,0.000590275
1611,56,0.00792916
1611,60,0.00123325
1611,11,0.0248381
1611,11,0.0262398
1611,11,0.0271534
1611,11,0.0271534
1611,11,0.0279395
1611,16,0.023011
1611,16,0.0254325
1611,16,0.026346
1611,36,0.0210119
1611,36,0.0203386
1611,36,0.0273664
1611,40,0.027706
1611,40,0.0280032
1611,43,0.0239246
1611,44,0.00164277
1611,44,0.0193994
1611,49,0.0144202
1611,50,0.0267069
1611,50,0.0375433
1611,54,0.000947049
1611,54,0.00355952
1611,54,0.0027898
1611,54,0.00222114
1611,54,0.0153479
1611,54,0.0237972
1611,54,0.0220353
1611,54,0.0192772
1611,54,0.0318711
1611,54,0.0324655
1612,2,0.0113475
1612,2,0.00227412
1612,36,0.00480169
1612,36,0.00891623
1612,36,0.0120564
1612,54,0.00391934
1612,54,0.00179782
1612,54,0.00833811
1613,54,0.0119235
1613,54,0.0101029
1613,54,0.0118479
1613,54,0.0121456
1614,54,0.00325206
1614,54,0.00677813
1614,54,0.0056244
1614,54,0.00694402
1614,54,0.00802151
1615,36,0.00188406
1615,36,0.015101
1615,44,0.00250217
1615,50,0.00369959
1615,54,0.00869707
1615,54,0.011836
1615,55,0.00368557
1616,2,0.000833522
1616,54,0.00516907
1618,2,0.0121721
1618,13,0.00569792
1618,25,0.00640429
1618,36,0.0157729
1618,49,0.00115241
1618,54,0.0104834
1619,2,0.000478396
1621,2,0.0182015
1621,2,0.00901325
1621,23,0.00735244
1621,36,0.0233514
1621,36,0.0155545
1621,49,0.0107923
1621,54,0.0247427
1622,49,0.00566979
1623,2,0.0148785
1623,2,0.00665718
1623,54,0.00160608
1623,55,0.00348442
1626,41,0.00649944
1626,50,0.00331242
1626,54,0.00855456
1626,54,0.00855456
1626,54,0.00784362
1627,25,0.000688296
1627,55,0.0027097
1628,2,0.00422348
1628,55,0.000929211
1629,2,0.000763224
1629,11,0.011642
1629,49,0.0150376
1629,53,0.00373696
1629,54,0.0150626
1629,54,0.00637973
1631,2,0.00177891
1631,49,0.000314528
1632,54,0.00307886
1638,2,0.00256366
1639,55,0.00216531
1640,36,0.000227871
1641,49,0.00119977
1641,49,0.00717781
1641,60,0.00856796
1642,53,0.0088995
1643,49,0.00685636
1643,54,0.00152323
1644,49,0.00322848
1645,36,0.00352639
1645,54,0.00470649
1645,54,0.00891763
1645,55,0.00490784
1648,54,0.0078684
1649,36,0.00414862
1649,54,0.00414862
1650,54,0.0103958
1650,54,0.00827876
1651,36,0.017229
1651,54,0.0229956
1651,55,0.000697849
1652,23,0.00574906
1652,54,0.0045137
1652,54,0.00750686
1657,36,0.00453732
1658,36,0.0117488
1658,44,0.00108988
1658,50,0.00956488
1658,50,0.00102596
1658,54,0.00690988
1659,16,0.00580219
1659,16,0.0102763
1659,23,0.00218258
1659,24,0.00197493
1659,33,0.00870673
1659,36,0.00203957
1659,43,0.0110051
1659,44,0.0257782
1659,44,0.00702594
1659,44,0.00217902
1659,50,0.0356365
1659,50,0.00666358
1659,50,0.00107359
1659,50,0.00785451
1659,54,0.0329182
1659,54,0.030275
1659,54,0.0192381
1659,54,0.0190968
1659,54,0.0137911
1659,54,0.003131
1659,60,0.00548461
1659,60,0.00933655
1662,44,0.00550125
1663,36,0.00199785
1663,50,0.00481126
1663,50,0.00520513
1663,50,0.00395597
1665,23,0.00907373
1665,53,0.00911036
1665,23,0.0154408
1665,36,0.0227543
1665,36,0.0123001
1665,36,0.0237709
1665,54,0.0123533
1665,49,0.00646772
1665,55,0.00757832
1668,22,0.00218791
1668,36,0.00136683
1668,53,0.00818154
1668,54,0.00398449
1668,54,0.00131607
1668,55,0.0026003
1668,4,0.00128128
1668,11,0.00313814
1668,36,0.0106735
1668,36,0.00845276
1668,54,0.0145074
1668,54,0.00892929
1668,54,0.00124127
1668,54,0.000658386
1668,55,0.01776
1669,13,0.0112136
1669,54,0.000921263
1670,36,0.00921795
1670,50,0.0117696
1670,54,0.00777782
1671,54,0.0100925
1672,55,0.00174409
1672,60,0.000505976
1673,54,0.00593556
1673,54,0.00302845
1674,2,0.00429539
1674,44,0.0142447
1675,36,0.00817955
1675,54,0.0129972
1676,36,0.000971935
1676,55,0.00842876
1677,36,0.0181193
1677,36,0.0171898
1677,60,0.0146086
1678,38,0.00412269
1678,54,0.0038229
1679,4,0.00969038
1679,38,0.00488001
1679,44,0.00305997
1679,54,0.0041726
1679,54,0.0083284
1679,60,0.00611639
1679,60,0.0033282
1681,49,0.00996589
1681,54,0.00314004
1681,54,0.00238833
1681,54,0.00976515
1681,54,0.00029548
1682,49,0.0185352
1682,54,0.0140167
1683,33,0.0115859
1683,36,0.0212479
1683,36,0.0202911
1683,43,0.0210201
1683,44,0.0210801
1683,54,0.0260783
1683,54,0.00324593
1684,54,0.0120338
1685,11,0.00174038
1685,54,0.0107172
1686,36,0.0212218
1686,44,0.0328113
1686,49,0.0205627
1686,54,0.0308903
1686,54,0.0175264
1686,60,0.0221402
1686,60,0.0209086
1691,25,0.00609502
1691,53,0.00182388
1692,55,0.0166315
1692,55,0.00688779
1694,36,0.00678358
1694,54,0.00141228
1694,55,0.0104728
1694,55,0.00240114
1695,48,0.00781883
1695,53,0.00416201
1696,60,0.00350521
1697,36,0.00280339
1698,44,0.0399769
1698,53,0.0410476
1698,53,0.0477122
1698,53,0.0159089
1698,54,0.00827823
1698,60,0.0295245
1698,60,0.0394748
1698,60,0.0405638
1698,60,0.0103001
1699,33,0.0111987
1699,44,0.0136332
1700,23,0.0110624
1700,48,0.0133804
1700,60,0.00879159
1701,53,0.00664945
1704,11,0.0100684
1704,11,0.0091598
1704,11,0.00866747
1704,11,0.00669815
1704,11,0.00758434
1704,11,0.00650122
1704,11,0.00620582
1704,11,0.00687264
1704,11,0.00638031
1704,11,0.0104174
1704,11,0.00854656
1704,11,0.00638031
1704,11,0.00667571
1704,11,0.00638031
1704,11,0.00913736
1704,11,0.00716804
1704,11,0.0122658
1704,11,0.0105919
1704,11,0.0100996
1704,11,0.00901645
1704,11,0.00872106
1704,11,0.0119704
1704,11,0.00793333
1704,11,0.00810782
1704,14,0.0098216
1704,14,0.0109047
1704,16,0.0119879
1704,16,0.0107115
1704,21,0.00479245
1704,40,0.0089853
1704,40,0.00616966
1704,50,0.00866747
1704,50,0.0110568
1704,50,0.0122109
1704,54,0.00758434
1705,11,0.00129278
1705,13,0.0127018
1705,16,0.00914199
1705,36,0.010599
1705,40,0.000471494
1705,40,0.0014332
1705,57,0.00823154
1707,23,0.0157682
1707,36,0.0112144
1707,40,0.0451135
1707,44,0.0507425
1707,48,0.0230095
1707,48,0.0526085
1707,53,0.0123529
1707,53,0.0123845
1707,53,0.0255079
1707,53,0.0306623
1707,55,0.0451457
1707,55,0.0665225
1707,60,0.0558338
1707,60,0.0620315
1710,36,0.014709
1711,44,0.005608
1711,55,0.0327915
1712,44,0.00279226
1712,53,0.00554353
1712,21,0.000556775
1712,48,0.000556775
1713,55,0.018602
1715,49,0.00283241
1715,60,0.00812009
1716,13,0.00218884
1716,14,0.0547217
1716,25,0.046054
1716,36,0.0494781
1716,49,0.00108665
1716,53,0.0424455
1716,53,0.0228004
1716,60,0.0462513
1717,48,0.00667333
1718,54,0.00848622
1719,23,0.00153499
1719,48,0.0170467
1719,53,0.0134917
1719,60,0.00915569
1719,60,0.000934041
1722,48,0.00651732
1724,60,0.0205388
1728,54,0.0127073
1729,36,0.00693193
1729,50,0.020922
1729,53,0.0227262
1729,54,0.0219679
1730,16,0.00483413
1730,53,0.00537249
1731,54,0.011105
1731,54,0.00931174
1733,18,0.0180669
1733,24,0.0103892
1733,47,0.0138278
1733,49,0.0206877
1733,53,0.0176325
1734,36,0.0114318
1734,44,0.013881
1734,49,0.00361644
1734,53,0.00692465
1734,53,0.0118844
1734,55,0.0138081
1734,58,0.00295637
1734,58,0.00754897
1735,36,0.0120408
1735,36,0.0295716
1735,40,0.00640589
1735,44,0.0202695
1735,44,0.028856
1735,44,0.0464762
1735,49,0.0492489
1735,50,0.0160657
1735,53,0.0102519
1735,54,0.00023434
1735,54,0.0120408
1735,54,0.0472812
1735,54,0.0152607
1735,54,0.0250994
1735,54,0.0245628
1735,54,0.0383369
1735,54,0.0453135
1735,58,0.00121821
1735,58,0.0131141
1735,60,0.00765809
1736,54,0.0138002
1737,33,0.0246282
1737,36,0.0174174
1737,49,0.0198011
1737,54,0.00775183
1737,55,0.0273529
1738,44,0.0037604
1739,23,0.00138136
1739,36,0.00185497
1739,36,0.0143007
1739,54,0.00633531
1739,54,0.020647
1740,5,0.0245166
1740,33,0.0105797
1740,33,0.0145472
1740,44,0.0292283
1740,44,0.0584846
1740,49,0.0262289
1740,53,0.0199446
1740,53,0.0433285
1740,54,0.0469718
1740,54,0.00881765
1740,54,0.00881765
1740,54,0.0659202
1740,54,0.0533328
1740,55,0.0511275
1740,55,0.0397487
1741,36,0.00886421
1741,44,0.00588704
1741,53,0.00233825
1741,55,0.00703393
1741,58,0.0016397
1741,60,0.00418171
1742,25,0.00944703
1742,44,0.0080063
1742,50,0.0134776
1742,54,0.0121868
1742,54,0.010483
1742,54,0.0101918
1742,54,0.0132667
1742,55,0.00956613
1743,60,0.00094604
1744,13,0.00927015
1745,13,0.00554204
1745,49,0.00270497
1745,53,0.00597286
1745,60,0.00228053
1745,60,0.00152653
1746,44,0.0161258
1746,44,0.00475925
1746,53,0.0253888
1746,54,0.0323153
1746,54,0.0243896
1746,54,0.0232427
1746,54,0.0230809
1746,54,0.00534765
1746,55,0.0180515
1746,60,0.00875908
1746,60,0.0077295
1747,36,0.00635142
1747,44,0.00132148
1747,54,0.0177091
1748,44,0.00195014
1748,54,0.00962333
1748,54,0.00920098
1748,54,0.00351045
1748,55,0.00925986
1749,44,0.00704838
1749,54,0.0134244
1749,54,0.0134244
1749,55,0.0108757
1750,44,0.00553989
1750,50,0.00757991
1750,54,0.00725382
1751,36,0.00515896
1751,36,0.00619598
1751,36,0.00418965
1751,36,0.000979078
1751,36,0.005456
1751,36,0.003718
1751,36,0.00407712
1751,36,0.0118814
1751,44,0.00942808
1751,49,0.00628656
1751,54,0.00727626
1751,54,0.00565214
1751,54,0.0114429
1751,55,0.0138272
1752,6,0.0102007
1752,36,0.00501121
1752,54,0.00407275
1753,6,0.00537503
1753,36,0.0207551
1753,36,0.0189925
1753,36,0.0153725
1753,44,0.0156269
1753,44,0.00424944
1753,53,0.000254662
1753,54,0.020923
1753,54,0.0141739
1753,54,0.00622313
1753,55,0.0164261
1753,55,0.0121096
1754,36,0.00772825
1754,36,0.0104582
1754,36,0.00844774
1754,36,0.00740859
1754,36,0.0103544
1754,40,0.0088634
1754,54,0.00771191
1754,54,0.0108736
1754,54,0.0127682
1754,54,0.012049
1754,60,0.00742417
1755,6,0.00636584
1755,6,0.0141968
1755,36,0.0121047
1755,36,0.0113723
1755,54,0.0148768
1755,54,0.00264933
1756,36,0.00731619
1756,54,0.00212702
1757,6,0.0054776
1757,31,0.00196123
1757,36,0.00221243
1757,36,0.000156157
1757,36,0.00194748
1757,36,0.00277474
1757,38,0.00559396
1757,44,0.00353212
1757,44,0.00580327
1757,44,0.00829338
1757,44,0.00255577
1757,54,0.00397561
1757,54,0.00674917
1759,55,0.00223873
1759,55,0.00339645
1760,21,0.00530788
1760,23,0.00163204
1760,48,0.00530788
1762,21,0.0197945
1762,36,0.0228759
1762,48,0.0197945
1762,53,0.00861209
1762,60,0.0296812
1763,23,0.0047849
1763,53,0.0102993
1763,53,0.00366392
1764,23,0.0008938
1765,21,0.00955919
1765,48,0.00955919
1765,48,0.00170606
1765,53,0.00359739
1766,23,0.00145962
1766,53,0.00392139
1767,36,0.0162455
1767,53,0.0120137
1767,54,0.0124876
1767,55,0.0221308
1768,5,0.0156718
1768,36,0.0123795
1768,36,0.000447968
1768,53,0.0214303
1768,60,0.0204123
1769,33,0.0505736
1769,36,0.0175752
1769,44,0.0260054
1769,53,0.0516188
1770,36,0.0164147
1773,21,0.0133266
1773,36,0.0143176
1773,48,0.0141962
1773,48,0.0133266
1773,54,0.017738
1773,60,0.0174367
1773,60,0.0136078
1774,23,0.0249812
1774,48,0.0131492
1774,52,0.0518462
1774,53,0.0515762
1774,53,0.0374694
1774,54,0.0112775
1774,55,0.0524239
1774,55,0.00159396
1776,36,0.00476055
1776,36,0.00268746
1776,60,0.000948133
1776,60,0.00672238
1776,60,0.00579687
1776,60,0.00879491
1776,60,0.00911569
1777,5,0.00122721
1781,53,0.00656244
1782,53,0.00846479
1782,53,0.0146828
1784,33,0.00130195
1788,48,0.0099693
1788,60,0.00744096
1792,21,0.00416631
1792,48,0.00416631
1792,48,0.0132097
1792,48,0.0458991
1792,53,0.0527639
1792,54,0.0623576
1793,36,0.000484831
1794,23,0.01128
1794,60,0.00534242
1795,55,0.0165894
1798,54,0.040361
1798,55,0.029561
1799,49,0.0678156
1799,53,0.0299076
1799,55,0.0284877
1800,0,0.0055067
1800,44,0.00120616
1800,50,0.00352499
1803,42,0.000247332
1804,36,0.0131594
1804,54,0.0131611
1811,6,0.0146474
1811,31,0.0181428
1811,54,0.011599
1811,54,0.0110424
1811,55,0.00910598
1812,40,0.00029155
1812,60,0.00369169
1813,11,0.00591067
1813,11,0.00660407
1813,16,0.00245748
1813,16,0.00299118
1813,16,0.0041428
1813,16,0.00575265
1813,16,0.00491875
1813,16,0.00649524
1813,36,0.00647773
1813,40,0.0019905
1813,40,0.00571054
1813,44,0.00523479
1813,57,0.00623715
1813,60,0.00528806
1815,40,0.0113506
1815,44,0.0189203
1815,44,0.0223105
1815,44,0.0114426
1815,44,0.00406606
1815,44,0.0268217
1815,50,0.0185069
1815,50,0.0239758
1815,54,0.0211503
1815,54,0.0222943
1815,54,0.00160898
1815,55,0.0050228
1815,60,0.0101607
1815,60,0.00948203
1815,60,0.0163993
1815,60,0.00233864
1816,28,0.00402419
1816,44,0.00844908
1816,55,0.00401849
1817,0,0.00176756
1817,36,0.00749789
1817,50,0.00693635
1817,54,0.00310649
1817,54,0.00411206
1817,54,0.00860083
1817,57,0.0022133
1819,36,0.0559665
1819,44,0.0346186
1819,53,0.00782788
1820,44,0.00150494
1820,54,0.0029241
1820,55,0.00279905
1821,31,0.0056727
1821,36,0.00722457
1821,36,0.0151262
1821,36,0.00441198
1821,54,0.00668114
1821,60,0.0050602
