id,cat_name,long,lat
7941,canal,-115.70528,32.7525
7942,canal,-115.70639,33.05861
7943,canal,-115.70694,32.76583
7944,canal,-115.70722,33.06278
7945,canal,-115.70972,32.83167
7946,canal,-115.70972,32.83944
7947,canal,-115.71,32.85972
7948,canal,-115.71222,32.77083
7949,canal,-115.71222,33.45333
7950,canal,-115.71361,33.05889
7951,canal,-115.71417,32.7775
7952,canal,-115.71444,32.7575
7953,canal,-115.71528,32.8575
7954,canal,-115.71583,32.83389
7955,canal,-115.71694,33.07889
7956,canal,-115.71833,32.85306
7957,canal,-115.71833,32.86722
7958,canal,-115.71944,33.04889
7959,canal,-115.72056,32.73278
7960,canal,-115.72222,32.79833
7961,canal,-115.7225,32.73917
7962,canal,-115.72389,32.82917
7963,canal,-115.72556,32.85
7964,canal,-115.72778,32.77194
7965,canal,-115.73,32.73528
7966,canal,-115.73194,32.86528
7967,canal,-115.7325,32.78556
7968,canal,-115.73278,32.77083
7969,canal,-115.73333,32.84417
7970,canal,-115.73722,32.76889
7971,canal,-115.74167,32.75167
7972,canal,-115.74222,32.81278
7973,canal,-115.7425,32.82667
7974,canal,-115.74361,32.76861
7975,canal,-115.74583,32.78778
7976,canal,-115.74667,32.77306
7977,canal,-115.74694,32.76583
7978,canal,-115.74806,33.46917
7979,canal,-115.74861,32.81972
7980,canal,-115.75111,32.74722
7981,canal,-115.76083,32.78333
7982,canal,-115.76083,32.79778
7983,canal,-115.76278,32.77611
7984,canal,-115.76972,33.10167
7985,canal,-115.77056,32.77194
7986,canal,-115.77389,33.09361
7987,canal,-115.77444,33.10361
7988,canal,-115.77722,33.11083
7989,canal,-115.77861,33.11833
7990,canal,-115.78722,33.11111
7991,canal,-115.7875,33.10278
7992,canal,-115.79167,33.11028
7993,canal,-115.7975,33.1475
7994,canal,-115.80417,33.11917
7995,canal,-115.80472,33.13472
7996,canal,-115.80722,33.13194
7997,canal,-115.81417,33.12194
7998,canal,-115.82111,33.14778
7999,canal,-115.93361,33.68611
8000,canal,-116.11,33.4725
8001,canal,-116.12861,33.67083
8002,canal,-116.14333,33.6625
8003,canal,-116.18167,33.72639
8004,canal,-116.33694,33.71417
8005,canal,-116.40028,33.71889
8006,canal,-116.53389,33.81778
8007,canal,-116.53611,33.81056
8008,canal,-116.68361,32.65861
8009,canal,-116.85028,33.73778
8010,canal,-116.92861,33.72306
8011,canal,-116.945,33.23694
8012,canal,-117.03306,33.77222
8013,canal,-117.03861,33.80361
8014,canal,-117.09333,33.2975
8015,canal,-117.095,33.16667
8016,canal,-117.09944,34.06167
8017,canal,-117.11111,34.08833
8018,canal,-117.1125,32.64778
8019,canal,-117.11361,32.67528
8020,canal,-117.135,32.98944
8021,canal,-117.14278,34.11778
8022,canal,-117.20194,34.13917
8023,canal,-117.21167,33.84917
8024,canal,-117.21361,34.05306
8025,canal,-117.22278,34.05722
8026,canal,-117.32389,34.09417
8027,canal,-117.33139,33.98583
8028,canal,-117.36639,34.03833
8029,canal,-117.38444,33.95972
8030,canal,-117.42167,33.98806
8031,canal,-117.42278,33.98028
8032,canal,-117.42917,33.99667
8033,canal,-117.43,34.00444
8034,canal,-117.44861,34.00222
8035,canal,-117.46417,34.01722
8036,canal,-117.46472,34.00444
8037,canal,-117.46667,33.98778
8038,canal,-117.48694,34.00778
8039,canal,-117.49139,33.89861
8040,canal,-117.60528,33.85639
8041,canal,-117.61778,34.14806
8042,canal,-117.62556,34.08611
8043,canal,-117.70056,34.09111
8044,canal,-117.73972,33.87361
8045,canal,-117.74306,33.81778
8046,canal,-117.78444,33.86639
8047,canal,-117.79167,33.8625
8048,canal,-117.81167,33.74556
8049,canal,-117.81917,33.69444
8050,canal,-117.82694,33.67083
8051,canal,-117.84333,34.47778
8052,canal,-117.86139,33.80889
8053,canal,-117.87056,33.79306
8054,canal,-117.87583,33.70111
8055,canal,-117.88833,33.60611
8056,canal,-117.88833,33.60667
8057,canal,-117.88972,33.70944
8058,canal,-117.89333,35.6425
8059,canal,-117.89722,34.47889
8060,canal,-117.90444,33.67778
8061,canal,-117.91111,33.69194
8062,canal,-117.9375,33.66806
8063,canal,-117.945,33.75611
8064,canal,-117.95528,33.69056
8065,canal,-117.96556,33.67278
8066,canal,-117.96639,33.75583
8067,canal,-117.96972,34.00111
8068,canal,-117.97361,33.645
8069,canal,-117.97694,33.72778
8070,canal,-117.98389,33.78944
8071,canal,-117.99556,34.51778
8072,canal,-117.99833,33.7625
8073,canal,-118.00361,34.51472
8074,canal,-118.005,33.79917
8075,canal,-118.01028,34.03222
8076,canal,-118.02361,33.73333
8077,canal,-118.03167,34.52778
8078,canal,-118.03639,35.27194
8079,canal,-118.04139,33.73444
8080,canal,-118.04472,34.52083
8081,canal,-118.04722,33.94917
8082,canal,-118.05528,33.79944
8083,canal,-118.05639,36.73333
8084,canal,-118.08139,36.735
8085,canal,-118.09083,33.78778
8086,canal,-118.10306,34.53556
8087,canal,-118.11639,36.815
8088,canal,-118.14083,36.76167
8089,canal,-118.1825,34.58472
8090,canal,-118.18694,34.59111
8091,canal,-118.21667,33.75861
8092,canal,-118.225,36.96472
8093,canal,-118.22528,34.215
8094,canal,-118.23333,34.215
8095,canal,-118.23444,36.9425
8096,canal,-118.23528,36.96167
8097,canal,-118.24278,34.22556
8098,canal,-118.25417,34.23333
8099,canal,-118.26472,34.24222
8100,canal,-118.27306,34.24
8101,canal,-118.27694,33.85361
8102,canal,-118.28944,34.24806
8103,canal,-118.29,37.32167
8104,canal,-118.30472,37.32889
8105,canal,-118.31806,34.18278
8106,canal,-118.32361,37.19111
8107,canal,-118.32861,34.66278
8108,canal,-118.33194,37.38917
8109,canal,-118.33944,37.35056
8110,canal,-118.33944,37.43722
8111,canal,-118.34333,37.43056
8112,canal,-118.35639,34.23111
8113,canal,-118.36444,34.23639
8114,canal,-118.38167,34.6875
8115,canal,-118.38444,37.33722
8116,canal,-118.40417,33.9875
8117,canal,-118.41083,33.99528
8118,canal,-118.42083,34.7075
8119,canal,-118.42472,37.34111
8120,canal,-118.42917,34.24222
8121,canal,-118.46361,33.97972
8122,canal,-118.47444,35.60306
8123,canal,-118.51,34.54167
8124,canal,-118.55944,34.27167
8125,canal,-118.60639,34.51194
8126,canal,-118.65,34.58306
8127,canal,-118.70917,35.47278
8128,canal,-118.77778,34.76722
8129,canal,-118.77806,34.90222
8130,canal,-118.79028,34.69111
8131,canal,-118.79611,34.70167
8132,canal,-118.79806,34.71806
8133,canal,-118.79833,34.71361
8134,canal,-118.80917,36.09278
8135,canal,-118.81722,36.13361
8136,canal,-118.82333,36.09889
8137,canal,-118.83444,36.10556
8138,canal,-118.84611,34.9975
8139,canal,-118.86472,36.06583
8140,canal,-118.88833,35.61611
8141,canal,-118.90361,35.30472
8142,canal,-118.96528,36.06528
8143,canal,-118.98639,35.17917
8144,canal,-118.98944,35.29361
8145,canal,-118.98972,36.04583
8146,canal,-119.00944,36.4025
8147,canal,-119.01639,35.39972
8148,canal,-119.01972,35.31528
8149,canal,-119.02222,36.93306
8150,canal,-119.03222,35.38472
8151,canal,-119.03861,35.98333
8152,canal,-119.05139,35.28139
8153,canal,-119.05528,35.41556
8154,canal,-119.05583,36.205
8155,canal,-119.05667,36.35611
8156,canal,-119.05694,35.11028
8157,canal,-119.05694,36.22333
8158,canal,-119.05722,35.29222
8159,canal,-119.05778,36.04944
8160,canal,-119.06611,35.36278
8161,canal,-119.07472,36.09111
8162,canal,-119.07861,36.07306
8163,canal,-119.07944,35.37417
8164,canal,-119.07972,36.38722
8165,canal,-119.08472,36.91472
8166,canal,-119.095,35.29139
8167,canal,-119.11778,36.06917
8168,canal,-119.11778,37.90333
8169,canal,-119.11778,37.93444
8170,canal,-119.13833,35.15444
8171,canal,-119.14306,36.385
8172,canal,-119.14639,35.32806
8173,canal,-119.14694,36.35917
8174,canal,-119.14806,36.34028
8175,canal,-119.15806,36.32222
8176,canal,-119.15972,36.34389
8177,canal,-119.16194,35.26722
8178,canal,-119.1625,36.36389
8179,canal,-119.16306,35.24028
8180,canal,-119.16722,36.34083
8181,canal,-119.16722,36.39889
8182,canal,-119.17556,36.32333
8183,canal,-119.17806,36.27917
8184,canal,-119.17889,35.09
8185,canal,-119.19,35.35167
8186,canal,-119.19222,36.42
8187,canal,-119.19361,36.28333
8188,canal,-119.1975,36.23667
8189,canal,-119.19806,35.20139
8190,canal,-119.19806,36.25806
8191,canal,-119.20583,36.34694
8192,canal,-119.21444,35.56222
8193,canal,-119.21472,36.29861
8194,canal,-119.23139,36.48278
8195,canal,-119.24,35.51417
8196,canal,-119.2425,36.16056
8197,canal,-119.24444,36.175
8198,canal,-119.24444,36.2425
8199,canal,-119.25,36.49278
8200,canal,-119.25306,36.32389
8201,canal,-119.26028,36.37028
8202,canal,-119.26333,36.51333
8203,canal,-119.2725,35.32778
8204,canal,-119.2775,36.53083
8205,canal,-119.28028,36.56028
8206,canal,-119.28139,36.23306
8207,canal,-119.28472,36.45778
8208,canal,-119.2875,36.13111
8209,canal,-119.28889,36.50861
8210,canal,-119.29472,36.18667
8211,canal,-119.29694,35.25306
8212,canal,-119.3,36.55389
8213,canal,-119.30417,36.525
8214,canal,-119.31222,36.18972
8215,canal,-119.31361,36.50167
8216,canal,-119.31806,36.55139
8217,canal,-119.3225,36.55722
8218,canal,-119.32278,35.28194
8219,canal,-119.32667,36.51306
8220,canal,-119.33333,36.31167
8221,canal,-119.33389,36.51611
8222,canal,-119.34389,36.36222
8223,canal,-119.34667,36.14194
8224,canal,-119.34806,36.16028
8225,canal,-119.35333,36.52889
8226,canal,-119.35528,36.32528
8227,canal,-119.35778,36.53528
8228,canal,-119.35833,36.57972
8229,canal,-119.36056,36.50944
8230,canal,-119.36472,36.22806
8231,canal,-119.36583,36.19639
8232,canal,-119.36667,36.45556
8233,canal,-119.37111,36.49583
8234,canal,-119.37194,36.62361
8235,canal,-119.37194,36.63556
8236,canal,-119.37833,36.64056
8237,canal,-119.38278,36.16
8238,canal,-119.38361,36.25333
8239,canal,-119.38444,36.60556
8240,canal,-119.38722,36.30861
8241,canal,-119.3875,36.18917
8242,canal,-119.38833,36.31056
8243,canal,-119.39611,36.55278
8244,canal,-119.39639,36.63222
8245,canal,-119.39722,36.49389
8246,canal,-119.39806,36.31833
8247,canal,-119.40278,36.50806
8248,canal,-119.40472,36.46667
8249,canal,-119.40778,36.17472
8250,canal,-119.40833,36.33611
8251,canal,-119.41167,36.52806
8252,canal,-119.41417,36.61917
8253,canal,-119.41444,36.21056
8254,canal,-119.41667,36.44444
8255,canal,-119.41833,36.65389
8256,canal,-119.42028,36.61306
8257,canal,-119.42194,35.35972
8258,canal,-119.42333,36.27417
8259,canal,-119.43083,35.36556
8260,canal,-119.43194,36.47139
8261,canal,-119.43194,36.52833
8262,canal,-119.43361,35.38361
8263,canal,-119.43861,36.52083
8264,canal,-119.43861,36.62222
8265,canal,-119.44417,36.72861
8266,canal,-119.44556,36.70889
8267,canal,-119.4475,36.47528
8268,canal,-119.44889,36.65778
8269,canal,-119.44917,35.36306
8270,canal,-119.45361,36.75667
8271,canal,-119.45583,36.56167
8272,canal,-119.45639,35.355
8273,canal,-119.46028,36.61306
8274,canal,-119.46111,35.37306
8275,canal,-119.46278,35.82083
8276,canal,-119.46306,35.40694
8277,canal,-119.46333,36.19583
8278,canal,-119.46389,38.54667
8279,canal,-119.46389,38.5875
8280,canal,-119.46583,36.68389
8281,canal,-119.46833,35.38167
8282,canal,-119.47111,38.5275
8283,canal,-119.47139,35.39139
8284,canal,-119.47139,36.59972
8285,canal,-119.4775,35.40889
8286,canal,-119.47778,36.53861
8287,canal,-119.47917,36.46806
8288,canal,-119.48111,36.61889
8289,canal,-119.48139,35.92222
8290,canal,-119.48806,36.5825
8291,canal,-119.48861,35.40361
8292,canal,-119.49028,36.02667
8293,canal,-119.49167,35.37833
8294,canal,-119.49222,35.39111
8295,canal,-119.49222,36.63028
8296,canal,-119.49556,36.75417
8297,canal,-119.49611,36.58111
8298,canal,-119.49639,36.7575
8299,canal,-119.50167,36.50139
8300,canal,-119.50417,37.285
8301,canal,-119.50639,35.40333
8302,canal,-119.50778,36.75389
8303,canal,-119.50972,36.73278
8304,canal,-119.51222,36.69111
8305,canal,-119.51306,36.48667
8306,canal,-119.51417,35.43694
8307,canal,-119.51444,36.4325
8308,canal,-119.51917,38.65417
8309,canal,-119.51972,36.64083
8310,canal,-119.51972,38.60694
8311,canal,-119.51972,38.62167
8312,canal,-119.52472,36.72917
8313,canal,-119.52472,37.25333
8314,canal,-119.53167,36.71472
8315,canal,-119.53306,36.60944
8316,canal,-119.53333,36.76667
8317,canal,-119.535,36.12
8318,canal,-119.53556,36.01194
8319,canal,-119.53667,35.90972
8320,canal,-119.53694,36.41444
8321,canal,-119.53722,37.26194
8322,canal,-119.5375,36.26667
8323,canal,-119.5375,36.59389
8324,canal,-119.5375,36.63417
8325,canal,-119.53861,35.81278
8326,canal,-119.53889,35.45667
8327,canal,-119.55083,36.75444
8328,canal,-119.55111,36.10333
8329,canal,-119.5525,36.03
8330,canal,-119.55528,36.49639
8331,canal,-119.55639,35.475
8332,canal,-119.55722,36.4675
8333,canal,-119.55778,36.60083
8334,canal,-119.55806,35.90611
8335,canal,-119.55917,35.935
8336,canal,-119.56083,35.45222
8337,canal,-119.56222,35.42667
8338,canal,-119.5625,36.76833
8339,canal,-119.56361,36.38472
8340,canal,-119.56444,35.46639
8341,canal,-119.56472,36.10889
8342,canal,-119.565,36.62722
8343,canal,-119.57028,36.09667
8344,canal,-119.57056,36.03611
8345,canal,-119.57278,35.92611
8346,canal,-119.57833,36.21056
8347,canal,-119.57944,36.72139
8348,canal,-119.58194,35.43722
8349,canal,-119.5825,36.44639
8350,canal,-119.58389,36.62472
8351,canal,-119.58722,36.72861
8352,canal,-119.58806,36.1225
8353,canal,-119.59083,36.51722
8354,canal,-119.59083,36.79194
8355,canal,-119.59167,35.8775
8356,canal,-119.59167,36.5925
8357,canal,-119.59417,35.49389
8358,canal,-119.59472,36.14639
8359,canal,-119.59528,36.48583
8360,canal,-119.5975,36.0875
8361,canal,-119.59806,36.02222
8362,canal,-119.59833,36.60472
8363,canal,-119.59861,36.45722
8364,canal,-119.59917,36.69278
8365,canal,-119.60056,36.65056
8366,canal,-119.60083,36.52333
8367,canal,-119.60139,36.365
8368,canal,-119.60361,36.77194
8369,canal,-119.60556,36.6925
8370,canal,-119.60583,36.43111
8371,canal,-119.60722,36.09889
8372,canal,-119.60917,36.79917
8373,canal,-119.61167,36.62
8374,canal,-119.61417,36.52667
8375,canal,-119.62,35.68222
8376,canal,-119.625,36.13194
8377,canal,-119.63306,36.4425
8378,canal,-119.63361,36.09611
8379,canal,-119.63417,36.53361
8380,canal,-119.63556,36.24111
8381,canal,-119.63583,36.15528
8382,canal,-119.63583,36.68611
8383,canal,-119.63694,36.82111
8384,canal,-119.63972,36.46667
8385,canal,-119.64194,35.98306
8386,canal,-119.64194,36.38556
8387,canal,-119.64417,35.88333
8388,canal,-119.64444,35.90611
8389,canal,-119.64611,36.8075
8390,canal,-119.64667,36.66778
8391,canal,-119.65222,36.21417
8392,canal,-119.65278,36.62
8393,canal,-119.65444,36.76333
8394,canal,-119.65778,35.83472
8395,canal,-119.65917,36.5425
8396,canal,-119.66389,36.54833
8397,canal,-119.66417,36.83778
8398,canal,-119.66778,36.60278
8399,canal,-119.66806,36.64889
8400,canal,-119.66861,36.15417
8401,canal,-119.66889,35.56278
8402,canal,-119.67111,36.68361
8403,canal,-119.67333,36.53194
8404,canal,-119.68167,36.82194
8405,canal,-119.68194,36.22639
8406,canal,-119.68361,36.74444
8407,canal,-119.68417,36.765
8408,canal,-119.685,36.55333
8409,canal,-119.68583,36.00667
8410,canal,-119.69,36.36667
8411,canal,-119.69222,35.87778
8412,canal,-119.69639,36.0025
8413,canal,-119.69639,36.27056
8414,canal,-119.69833,36.23806
8415,canal,-119.69917,36.21333
8416,canal,-119.70361,36.81167
8417,canal,-119.70361,36.85944
8418,canal,-119.70444,36.83389
8419,canal,-119.70806,36.26417
8420,canal,-119.71417,36.30389
8421,canal,-119.71472,36.69083
8422,canal,-119.71778,36.83222
8423,canal,-119.72083,36.73611
8424,canal,-119.72444,36.13889
8425,canal,-119.73083,36.18167
8426,canal,-119.73111,36.66583
8427,canal,-119.73361,36.82972
8428,canal,-119.73389,36.8375
8429,canal,-119.73556,36.65611
8430,canal,-119.74139,36.85583
8431,canal,-119.74306,36.3625
8432,canal,-119.74833,36.54361
8433,canal,-119.74861,36.19667
8434,canal,-119.75167,36.255
8435,canal,-119.75278,35.97778
8436,canal,-119.75361,36.42139
8437,canal,-119.75417,36.72194
8438,canal,-119.75611,36.60444
8439,canal,-119.75667,38.84472
8440,canal,-119.75889,36.62778
8441,canal,-119.76,36.67806
8442,canal,-119.76139,36.63389
8443,canal,-119.76194,36.54667
8444,canal,-119.76306,36.80889
8445,canal,-119.76333,36.70222
8446,canal,-119.76472,36.85861
8447,canal,-119.765,36.66
8448,canal,-119.76611,36.30444
8449,canal,-119.76639,36.25667
8450,canal,-119.76722,38.77222
8451,canal,-119.76917,36.79083
8452,canal,-119.77139,36.64722
8453,canal,-119.77306,36.63889
8454,canal,-119.77389,36.48444
8455,canal,-119.77806,36.61778
8456,canal,-119.78,36.19944
8457,canal,-119.78111,36.6875
8458,canal,-119.785,36.47028
8459,canal,-119.78694,36.82833
8460,canal,-119.78861,36.85222
8461,canal,-119.79,36.81583
8462,canal,-119.79056,38.78611
8463,canal,-119.79111,36.645
8464,canal,-119.79139,36.56694
8465,canal,-119.79278,36.20167
8466,canal,-119.79361,36.66528
8467,canal,-119.79667,36.65389
8468,canal,-119.80833,38.76694
8469,canal,-119.81,36.67056
8470,canal,-119.81056,36.36833
8471,canal,-119.81222,36.41833
8472,canal,-119.8125,36.83722
8473,canal,-119.81583,36.81861
8474,canal,-119.81917,36.37222
8475,canal,-119.82028,36.65833
8476,canal,-119.82111,36.40111
8477,canal,-119.82167,36.20056
8478,canal,-119.82583,36.63944
8479,canal,-119.82583,36.64389
8480,canal,-119.82639,36.83389
8481,canal,-119.82667,36.58139
8482,canal,-119.82806,36.64889
8483,canal,-119.835,36.81528
8484,canal,-119.83639,36.4525
8485,canal,-119.84139,36.43528
8486,canal,-119.84139,36.84361
8487,canal,-119.84528,36.66306
8488,canal,-119.84556,36.62278
8489,canal,-119.84583,36.79472
8490,canal,-119.84722,36.76972
8491,canal,-119.84778,36.63389
8492,canal,-119.85083,36.70528
8493,canal,-119.8525,36.63306
8494,canal,-119.85361,36.82111
8495,canal,-119.85389,36.64139
8496,canal,-119.85583,36.76472
8497,canal,-119.85611,36.68861
8498,canal,-119.85639,36.62667
8499,canal,-119.85944,36.64861
8500,canal,-119.86222,36.82944
8501,canal,-119.86667,36.73556
8502,canal,-119.86861,36.2175
8503,canal,-119.87056,36.63278
8504,canal,-119.87639,36.72583
8505,canal,-119.8775,36.34389
8506,canal,-119.87944,36.76
8507,canal,-119.87972,36.74083
8508,canal,-119.88028,36.14472
8509,canal,-119.8825,36.38167
8510,canal,-119.88639,36.42667
8511,canal,-119.88667,36.8375
8512,canal,-119.88917,36.69917
8513,canal,-119.88944,36.82556
8514,canal,-119.88972,36.48083
8515,canal,-119.89,36.79667
8516,canal,-119.89139,37.04917
8517,canal,-119.8925,36.63278
8518,canal,-119.89278,36.66278
8519,canal,-119.90194,36.74306
8520,canal,-119.90556,36.79944
8521,canal,-119.90722,36.72667
8522,canal,-119.90889,36.82222
8523,canal,-119.90944,36.44083
8524,canal,-119.91639,36.82056
8525,canal,-119.91778,36.45583
8526,canal,-119.92083,36.79222
8527,canal,-119.92528,36.71111
8528,canal,-119.93083,36.79722
8529,canal,-119.93417,36.47694
8530,canal,-119.93528,36.0625
8531,canal,-119.94194,36.75
8532,canal,-119.95194,36.78972
8533,canal,-119.95222,36.70722
8534,canal,-119.95667,36.505
8535,canal,-119.96083,36.715
8536,canal,-119.96306,36.81528
8537,canal,-119.96778,37.88389
8538,canal,-119.96944,36.70639
8539,canal,-119.97056,36.82222
8540,canal,-119.9725,36.82972
8541,canal,-119.98722,36.78472
8542,canal,-119.98778,36.67667
8543,canal,-120.00444,36.70806
8544,canal,-120.01056,36.95611
8545,canal,-120.01167,36.76444
8546,canal,-120.01583,36.71139
8547,canal,-120.02667,36.91111
8548,canal,-120.03333,41.19528
8549,canal,-120.03361,36.67694
8550,canal,-120.03528,36.92778
8551,canal,-120.04306,36.88472
8552,canal,-120.04528,36.44389
8553,canal,-120.0525,36.96306
8554,canal,-120.05444,36.90944
8555,canal,-120.05444,36.91667
8556,canal,-120.05528,36.94028
8557,canal,-120.07056,36.79083
8558,canal,-120.07917,38.17028
8559,canal,-120.08111,36.48167
8560,canal,-120.09111,36.76806
8561,canal,-120.09111,36.94139
8562,canal,-120.09389,41.96722
8563,canal,-120.09778,36.95889
8564,canal,-120.1,36.95194
8565,canal,-120.12,41.96417
8566,canal,-120.12722,37.00528
8567,canal,-120.1325,36.99639
8568,canal,-120.16861,36.64278
8569,canal,-120.17083,37.01472
8570,canal,-120.17333,36.79083
8571,canal,-120.19278,38.07361
8572,canal,-120.19361,36.82389
8573,canal,-120.21833,36.56361
8574,canal,-120.22194,36.90111
8575,canal,-120.24083,38.01583
8576,canal,-120.24333,37.08944
8577,canal,-120.2475,37.08028
8578,canal,-120.25083,37.05472
8579,canal,-120.2525,37.03889
8580,canal,-120.25889,37.06917
8581,canal,-120.25917,36.85389
8582,canal,-120.27889,37.10917
8583,canal,-120.28778,37.28028
8584,canal,-120.29056,38.48167
8585,canal,-120.29167,37.1125
8586,canal,-120.2925,37.12444
8587,canal,-120.29444,37.29194
8588,canal,-120.30778,37.3175
8589,canal,-120.31333,40.39056
8590,canal,-120.31694,37.30472
8591,canal,-120.3175,37.03639
8592,canal,-120.31917,37.06556
8593,canal,-120.32056,40.35528
8594,canal,-120.32306,37.98083
8595,canal,-120.32611,36.77361
8596,canal,-120.32778,36.77361
8597,canal,-120.32944,37.07083
8598,canal,-120.33472,38.04694
8599,canal,-120.34583,36.94389
8600,canal,-120.35111,37.23639
8601,canal,-120.35667,37.26722
8602,canal,-120.35917,37.26028
8603,canal,-120.35917,38.17556
8604,canal,-120.36417,37.28861
8605,canal,-120.36556,36.83889
8606,canal,-120.36694,37.905
8607,canal,-120.36917,37.04722
8608,canal,-120.37167,37.24306
8609,canal,-120.37667,37.99667
8610,canal,-120.37889,37.31306
8611,canal,-120.38194,37.06194
8612,canal,-120.38333,38.04
8613,canal,-120.38722,37.10194
8614,canal,-120.38778,37.03333
8615,canal,-120.38889,37.95667
8616,canal,-120.39083,36.84528
8617,canal,-120.39167,40.37111
8618,canal,-120.39528,36.81611
8619,canal,-120.39583,37.26222
8620,canal,-120.39667,37.22583
8621,canal,-120.39889,36.76722
8622,canal,-120.39889,37.07583
8623,canal,-120.39889,37.28472
8624,canal,-120.40083,37.35639
8625,canal,-120.40083,37.8
8626,canal,-120.40222,36.82333
8627,canal,-120.40361,37.34639
8628,canal,-120.40833,37.21194
8629,canal,-120.41194,37.25028
8630,canal,-120.4125,40.33667
8631,canal,-120.42083,36.84528
8632,canal,-120.42361,38.77083
8633,canal,-120.43111,38.47583
8634,canal,-120.43306,36.83833
8635,canal,-120.43444,37.22167
8636,canal,-120.43528,37.98583
8637,canal,-120.43528,40.36083
8638,canal,-120.43806,37.34889
8639,canal,-120.43889,37.13917
8640,canal,-120.44611,37.36222
8641,canal,-120.44861,37.32583
8642,canal,-120.44889,37.38028
8643,canal,-120.44917,37.27333
8644,canal,-120.45167,36.87694
8645,canal,-120.45806,37.37944
8646,canal,-120.45833,37.38861
8647,canal,-120.46278,36.92806
8648,canal,-120.46333,37.37222
8649,canal,-120.46361,37.53139
8650,canal,-120.46444,37.45944
8651,canal,-120.46472,38.10639
8652,canal,-120.46667,37.12667
8653,canal,-120.46778,37.35222
8654,canal,-120.46889,37.39833
8655,canal,-120.46944,36.83083
8656,canal,-120.46944,38.19333
8657,canal,-120.47028,37.35306
8658,canal,-120.47472,36.87722
8659,canal,-120.48,37.31389
8660,canal,-120.48306,36.93528
8661,canal,-120.48444,37.28111
8662,canal,-120.48778,37.26389
8663,canal,-120.49222,36.92528
8664,canal,-120.49278,37.34111
8665,canal,-120.49556,39.09528
8666,canal,-120.49583,36.93528
8667,canal,-120.49972,37.26
8668,canal,-120.50056,39.08889
8669,canal,-120.5025,36.83833
8670,canal,-120.50556,37.40556
8671,canal,-120.5125,36.92667
8672,canal,-120.51528,37.45972
8673,canal,-120.51556,37.48222
8674,canal,-120.51583,37.65917
8675,canal,-120.5175,37.10583
8676,canal,-120.52306,37.27472
8677,canal,-120.52861,39.10889
8678,canal,-120.52972,36.97833
8679,canal,-120.52972,37.36361
8680,canal,-120.53083,36.84667
8681,canal,-120.53361,37.21889
8682,canal,-120.53389,37.08722
8683,canal,-120.53389,37.43917
8684,canal,-120.53417,41.31472
8685,canal,-120.54,37.28833
8686,canal,-120.54028,37.44611
8687,canal,-120.54167,37.00972
8688,canal,-120.54167,37.31472
8689,canal,-120.54444,37.66861
8690,canal,-120.54472,37.33861
8691,canal,-120.545,37.30833
8692,canal,-120.54583,37.33056
8693,canal,-120.54833,37.46
8694,canal,-120.54833,37.6425
8695,canal,-120.54917,39.06139
8696,canal,-120.55,37.22972
8697,canal,-120.55278,37.27306
8698,canal,-120.55417,37.04056
8699,canal,-120.55472,37.33917
8700,canal,-120.55722,38.09861
8701,canal,-120.55833,37.27917
8702,canal,-120.55917,37.21917
8703,canal,-120.55917,41.29472
8704,canal,-120.55972,37.265
8705,canal,-120.56222,36.96444
8706,canal,-120.56306,40.36667
8707,canal,-120.56333,37.45639
8708,canal,-120.56389,39.19722
8709,canal,-120.56444,36.98472
8710,canal,-120.56722,36.94056
8711,canal,-120.56917,38.48417
8712,canal,-120.57028,38.41722
8713,canal,-120.57083,37.30222
8714,canal,-120.57139,38.41528
8715,canal,-120.57639,37.03056
8716,canal,-120.57667,37.07556
8717,canal,-120.57667,37.33556
8718,canal,-120.57667,37.44639
8719,canal,-120.57806,37.09611
8720,canal,-120.57806,37.42694
8721,canal,-120.57917,37.08167
8722,canal,-120.57917,37.41556
8723,canal,-120.58056,37.42972
8724,canal,-120.58083,37.28611
8725,canal,-120.58333,37.28528
8726,canal,-120.58361,36.99111
8727,canal,-120.585,37.38056
8728,canal,-120.58694,37.31389
8729,canal,-120.58972,37.08139
8730,canal,-120.59028,37.41028
8731,canal,-120.59167,37.01778
8732,canal,-120.59333,41.50611
8733,canal,-120.59361,37.43306
8734,canal,-120.59583,37.23833
8735,canal,-120.59694,37.25444
8736,canal,-120.59694,37.39944
8737,canal,-120.59722,37.27028
8738,canal,-120.59861,38.76
8739,canal,-120.59917,37.01139
8740,canal,-120.59944,37.08111
8741,canal,-120.60306,37.08167
8742,canal,-120.60361,37.39278
8743,canal,-120.60389,37.31306
8744,canal,-120.60389,37.32528
8745,canal,-120.60639,37.10528
8746,canal,-120.60778,37.10833
8747,canal,-120.60778,37.42583
8748,canal,-120.60944,37.11389
8749,canal,-120.61,37.05917
8750,canal,-120.61,37.2875
8751,canal,-120.61056,37.24861
8752,canal,-120.61111,37.05083
8753,canal,-120.61111,37.33639
8754,canal,-120.61361,37.41083
8755,canal,-120.61389,37.36222
8756,canal,-120.61472,37.03028
8757,canal,-120.615,37.27611
8758,canal,-120.61556,37.21583
8759,canal,-120.61639,37.10417
8760,canal,-120.61778,38.65333
8761,canal,-120.61861,37.33917
8762,canal,-120.61889,37.38417
8763,canal,-120.61944,37.09056
8764,canal,-120.62194,37.04583
8765,canal,-120.62278,37.32806
8766,canal,-120.62361,37.09528
8767,canal,-120.62528,37.06472
