cat_name,long,lat
church,-115.55639,32.78056
church,-115.55806,32.78944
church,-115.55806,32.79083
church,-115.55861,32.78917
church,-115.55861,32.79222
church,-115.56028,32.78806
church,-115.56028,32.78889
church,-115.56083,32.78667
church,-115.56083,32.78861
church,-115.56083,32.80444
church,-115.56111,32.79028
church,-115.5625,32.79556
church,-115.56306,32.78778
church,-115.56417,32.79944
church,-115.56444,32.79556
church,-115.56861,32.84389
church,-115.56917,32.78194
church,-115.57056,32.78472
church,-115.57278,32.79111
church,-115.68722,32.79444
church,-116.05306,34.16139
church,-116.05389,34.14833
church,-116.05972,34.13694
church,-116.08417,34.13944
church,-116.08722,34.13528
church,-116.08722,34.13611
church,-116.20722,33.71222
church,-116.21583,33.73083
church,-116.21583,33.73194
church,-116.21639,33.71722
church,-116.22028,33.72111
church,-116.22167,33.71972
church,-116.22222,33.71556
church,-116.22306,33.71806
church,-116.22306,33.71889
church,-116.22333,33.71639
church,-116.22333,33.71972
church,-116.22972,33.71139
church,-116.23111,33.71139
church,-116.2325,33.71917
church,-116.23306,33.70333
church,-116.23306,33.72472
church,-116.23333,33.685
church,-116.25917,33.73222
church,-116.3075,34.15444
church,-116.31139,33.73333
church,-116.31611,34.13611
church,-116.31667,34.14306
church,-116.31694,34.13056
church,-116.325,34.13639
church,-116.32556,34.12722
church,-116.36472,33.73028
church,-116.37111,33.71861
church,-116.37222,33.71083
church,-116.3725,33.71694
church,-116.37806,33.25083
church,-116.37861,33.25111
church,-116.37917,33.25167
church,-116.37944,33.26306
church,-116.38,33.2625
church,-116.38222,33.26472
church,-116.38389,33.72861
church,-116.38694,33.82139
church,-116.39111,33.73306
church,-116.39389,33.72889
church,-116.41611,34.12944
church,-116.42528,34.10861
church,-116.43472,34.10611
church,-116.43472,34.11583
church,-116.435,34.12778
church,-116.43611,34.12778
church,-116.44861,34.11722
church,-116.45722,34.11444
church,-116.45722,34.11611
church,-116.51528,33.81639
church,-116.54167,33.81028
church,-116.59861,33.07806
church,-116.60139,33.0775
church,-116.63583,33.28583
church,-116.66278,34.84972
church,-116.67694,33.13083
church,-116.73611,32.83333
church,-116.76583,32.8375
church,-116.76611,32.83583
church,-116.76694,32.84194
church,-116.77333,32.83861
church,-116.77361,32.83528
church,-116.77417,32.83611
church,-116.77444,32.82722
church,-116.77528,32.82667
church,-116.77639,32.83806
church,-116.78028,32.83528
church,-116.78611,33.91278
church,-116.79056,33.00833
church,-116.82389,34.905
church,-116.82722,33.95583
church,-116.85528,33.02528
church,-116.85917,33.92694
church,-116.85944,33.04444
church,-116.85944,33.04556
church,-116.86083,33.92861
church,-116.8625,33.04389
church,-116.86361,33.04278
church,-116.86444,33.03444
church,-116.86444,33.04028
church,-116.86472,33.03083
church,-116.86556,33.04139
church,-116.86694,33.92917
church,-116.87056,32.70333
church,-116.87278,33.03722
church,-116.87556,33.92611
church,-116.87611,33.93028
church,-116.87861,33.92639
church,-116.87861,33.92722
church,-116.87972,33.93056
church,-116.88222,33.03139
church,-116.88361,33.03222
church,-116.88417,33.92556
church,-116.88417,33.93028
church,-116.88667,33.92722
church,-116.88722,33.74833
church,-116.89028,33.92667
church,-116.90389,33.93222
church,-116.90444,33.92944
church,-116.90889,33.92917
church,-116.90889,33.93028
church,-116.91889,32.76194
church,-116.92333,33.74167
church,-116.92667,33.75583
church,-116.92944,33.72972
church,-116.93444,33.93306
church,-116.94389,34.27028
church,-116.945,33.74222
church,-116.95333,33.72806
church,-116.95333,33.72972
church,-116.95417,33.72917
church,-116.95417,33.74278
church,-116.95611,33.73722
church,-116.95889,32.7925
church,-116.95972,32.79028
church,-116.96,32.75167
church,-116.96,32.79417
church,-116.96028,32.7925
church,-116.96056,32.75222
church,-116.96222,33.78611
church,-116.96278,33.74389
church,-116.96556,33.74333
church,-116.96556,33.74889
church,-116.96611,32.83861
church,-116.96639,33.73861
church,-116.96667,33.74556
church,-116.96667,33.74889
church,-116.9675,32.74278
church,-116.96889,33.74417
church,-116.96889,33.74472
church,-116.96972,33.93278
church,-116.97,33.74444
church,-116.97056,33.73583
church,-116.97056,33.94111
church,-116.97056,33.94611
church,-116.97083,32.74583
church,-116.97167,33.93278
church,-116.9725,32.74
church,-116.9725,33.9475
church,-116.97278,33.74361
church,-116.97306,32.83722
church,-116.97333,33.75056
church,-116.97389,32.87361
church,-116.97417,32.74583
church,-116.97472,32.85472
church,-116.97528,33.73417
church,-116.97611,33.93889
church,-116.97611,33.9425
church,-116.97694,33.95417
church,-116.9775,33.93139
church,-116.97833,33.93444
church,-116.97889,33.93222
church,-116.97972,32.74806
church,-116.98111,33.93111
church,-116.98139,32.85139
church,-116.9825,32.82806
church,-116.9825,32.83056
church,-116.98278,33.93167
church,-116.985,33.33333
church,-116.98639,32.74806
church,-116.98667,32.74806
church,-116.98667,34.91306
church,-116.98806,32.71361
church,-116.98833,33.72722
church,-116.98889,32.83528
church,-116.99056,32.78333
church,-116.99222,32.85472
church,-116.9925,32.70778
church,-116.99306,32.78694
church,-116.99472,32.74972
church,-116.99528,32.84139
church,-116.99611,32.83444
church,-116.99667,32.71
church,-116.99667,32.71028
church,-116.99694,32.74833
church,-116.9975,33.76667
church,-116.99778,32.73944
church,-116.99917,32.71056
church,-116.99944,32.73667
church,-116.99972,32.84444
church,-117.00111,34.88389
church,-117.00139,32.70444
church,-117.00167,32.85972
church,-117.00222,34.90056
church,-117.00278,32.71472
church,-117.00306,32.73639
church,-117.00306,32.73972
church,-117.00333,34.90222
church,-117.00417,32.74278
church,-117.00444,34.87944
church,-117.005,32.8325
church,-117.00528,33.7625
church,-117.00583,32.77306
church,-117.00667,32.77056
church,-117.00694,32.73056
church,-117.0075,32.76833
church,-117.00778,34.89111
church,-117.00833,32.7675
church,-117.00833,32.76833
church,-117.00861,32.71472
church,-117.00889,32.84361
church,-117.01056,32.70361
church,-117.01056,32.73694
church,-117.01333,32.76861
church,-117.01472,34.8825
church,-117.01639,32.76472
church,-117.0175,32.78639
church,-117.01778,32.76361
church,-117.01861,32.76611
church,-117.01889,34.895
church,-117.01917,32.79278
church,-117.01972,34.86722
church,-117.02083,33.24083
church,-117.02083,34.87417
church,-117.02139,34.88
church,-117.02139,34.89722
church,-117.02167,32.76417
church,-117.02167,34.89361
church,-117.0225,34.89306
church,-117.02278,34.87806
church,-117.02389,34.90611
church,-117.02444,32.73167
church,-117.02472,32.6975
church,-117.025,33.23056
church,-117.02556,34.89972
church,-117.02694,32.76556
church,-117.02722,34.91389
church,-117.02778,34.89833
church,-117.02861,34.88667
church,-117.02944,32.7025
church,-117.02944,32.76889
church,-117.03083,32.73639
church,-117.03306,32.75278
church,-117.03306,32.78028
church,-117.03361,32.76778
church,-117.03389,34.02778
church,-117.03417,32.70194
church,-117.03417,34.01806
church,-117.03417,34.04194
church,-117.03444,34.00972
church,-117.03556,32.69444
church,-117.03583,32.78056
church,-117.0375,34.02361
church,-117.0375,34.02722
church,-117.03833,34.00611
church,-117.03861,34.0325
church,-117.03861,34.89444
church,-117.03889,34.03389
church,-117.03917,34.89222
church,-117.04111,34.01056
church,-117.04278,32.70278
church,-117.04278,32.7125
church,-117.04278,32.75417
church,-117.04278,34.01778
church,-117.04417,32.55806
church,-117.04444,32.58389
church,-117.045,34.03417
church,-117.04556,32.76778
church,-117.04639,32.76833
church,-117.04694,33.1475
church,-117.04694,34.89278
church,-117.0475,33.99889
church,-117.04833,32.77861
church,-117.04889,32.71083
church,-117.05056,33.99639
church,-117.05139,34.02639
church,-117.05194,32.55806
church,-117.05194,32.76722
church,-117.05194,34.02583
church,-117.05306,32.745
church,-117.05389,34.87722
church,-117.05417,32.68222
church,-117.05417,32.76917
church,-117.05417,33.14028
church,-117.055,32.55917
church,-117.055,32.67389
church,-117.05639,32.71333
church,-117.05639,32.745
church,-117.05667,33.13444
church,-117.05694,33.12611
church,-117.05778,32.71
church,-117.05806,32.76556
church,-117.05806,33.11528
church,-117.05833,32.67139
church,-117.05861,32.76472
church,-117.05917,32.70972
church,-117.06028,32.67667
church,-117.06028,33.15028
church,-117.06083,32.71333
church,-117.06111,32.67167
church,-117.06111,32.70972
church,-117.06111,34.00694
church,-117.06194,32.95056
church,-117.0625,32.77972
church,-117.0625,33.14417
church,-117.06278,33.14
church,-117.06278,34.03333
church,-117.06472,33.12778
church,-117.065,32.75806
church,-117.06528,32.79389
church,-117.06556,32.56306
church,-117.06556,32.75278
church,-117.06556,32.76389
church,-117.06667,32.71
church,-117.06694,32.67944
church,-117.0675,33.10667
church,-117.06778,32.69444
church,-117.06833,32.76056
church,-117.06833,33.11806
church,-117.06972,32.77111
church,-117.06972,33.10194
church,-117.06972,33.11222
church,-117.07028,32.70889
church,-117.07056,32.71028
church,-117.07056,32.77028
church,-117.07139,33.11056
church,-117.07278,32.58
church,-117.07306,32.75889
church,-117.07306,33.11139
church,-117.07333,32.63778
church,-117.07333,33.14
church,-117.07389,33.14083
church,-117.07417,32.62694
church,-117.07417,32.63944
church,-117.07417,32.72083
church,-117.07417,33.14833
church,-117.07417,33.36583
church,-117.07472,32.63111
church,-117.075,33.11139
church,-117.075,34.24167
church,-117.07528,32.635
church,-117.07528,32.75861
church,-117.07611,32.73417
church,-117.07639,33.44583
church,-117.07667,32.64083
church,-117.07667,32.69194
church,-117.07694,32.71528
church,-117.07722,32.58389
church,-117.07722,32.64056
church,-117.07722,33.10111
church,-117.07722,33.10833
church,-117.07722,33.11889
church,-117.07722,33.14417
church,-117.07778,32.64111
church,-117.07778,32.68389
church,-117.07778,33.11972
church,-117.07833,32.73611
church,-117.07861,33.115
church,-117.07889,33.10056
church,-117.07917,32.75833
church,-117.07944,32.63194
church,-117.07944,32.73722
church,-117.07972,33.11444
church,-117.08,32.75333
church,-117.08,32.75806
church,-117.08028,33.10667
church,-117.08056,32.75444
church,-117.08083,32.71639
church,-117.08083,32.72444
church,-117.08083,33.02389
church,-117.08083,33.11583
church,-117.08194,32.75806
church,-117.08194,32.79333
church,-117.08222,32.78694
church,-117.08222,32.79556
church,-117.0825,33.09583
church,-117.0825,33.11694
church,-117.08333,32.73167
church,-117.08361,32.5825
church,-117.08361,32.70444
church,-117.08389,32.56611
church,-117.08389,32.6425
church,-117.08389,32.72139
church,-117.08444,32.74306
church,-117.08444,32.74667
church,-117.08444,33.11222
church,-117.08472,32.69639
church,-117.08472,32.70278
church,-117.08528,32.71944
church,-117.08528,32.75667
church,-117.08583,32.64667
church,-117.08583,32.75417
church,-117.08611,32.70278
church,-117.08611,32.79389
church,-117.08639,32.73583
church,-117.08639,32.74889
church,-117.08722,32.71833
church,-117.0875,32.75611
church,-117.0875,32.75694
church,-117.0875,32.75833
church,-117.08778,32.7375
church,-117.08806,32.70444
church,-117.08806,33.13611
church,-117.08861,32.64278
church,-117.08861,32.75333
church,-117.08889,32.71833
church,-117.08889,32.75278
church,-117.09,32.74972
church,-117.09,32.75528
church,-117.09,33.15056
church,-117.09,33.1525
church,-117.09,34.02667
church,-117.09028,33.13222
church,-117.09056,32.67028
church,-117.09139,32.6625
church,-117.09167,32.66139
church,-117.09167,32.74917
church,-117.09194,32.66694
church,-117.0925,32.7
church,-117.0925,32.71972
church,-117.09278,32.57889
church,-117.09306,32.71528
church,-117.09306,32.72222
church,-117.09333,32.57889
church,-117.09333,32.70444
church,-117.09333,32.70722
church,-117.09417,32.79333
church,-117.09417,34.0225
church,-117.09556,32.58167
church,-117.09639,32.69222
church,-117.09694,32.70444
church,-117.0975,34.02694
church,-117.09778,32.71222
church,-117.09778,32.79083
church,-117.09806,32.78694
church,-117.09833,32.73111
church,-117.09889,32.66806
church,-117.09944,32.67889
church,-117.09944,32.77556
church,-117.09972,32.67778
church,-117.09972,32.75417
church,-117.1,32.57778
church,-117.1,32.67528
church,-117.10028,32.67778
church,-117.10028,32.69639
church,-117.10028,32.73778
church,-117.10028,32.75167
church,-117.10056,32.71417
church,-117.10167,32.75167
church,-117.10167,34.88417
church,-117.10194,32.67722
church,-117.10194,32.75333
church,-117.10194,32.75556
church,-117.10222,32.67472
church,-117.10222,32.71111
church,-117.1025,32.71167
church,-117.10278,32.75472
church,-117.10333,32.74722
church,-117.10417,32.69639
church,-117.10444,32.73333
church,-117.10444,32.75306
church,-117.10472,32.67028
church,-117.10472,32.68889
church,-117.105,32.76472
church,-117.10528,32.78472
church,-117.10556,32.69056
church,-117.10639,32.68722
church,-117.10639,32.71167
church,-117.10667,32.76361
church,-117.10694,32.66556
church,-117.10722,32.67194
church,-117.10778,33.15667
church,-117.10833,32.67111
church,-117.10833,32.71111
church,-117.10861,32.74
church,-117.10861,34.88972
church,-117.10917,32.71167
church,-117.10944,32.74944
church,-117.10972,32.68833
church,-117.11,32.7025
church,-117.11,32.74833
church,-117.11,32.96111
church,-117.11028,32.73556
church,-117.11056,32.72778
church,-117.11056,33.10889
church,-117.11139,32.69972
church,-117.11139,32.70111
church,-117.11139,32.7475
church,-117.11167,32.69444
church,-117.11194,32.74944
church,-117.11222,32.75556
church,-117.11222,34.87611
church,-117.11278,32.68944
church,-117.11278,32.76083
church,-117.11306,32.69583
church,-117.11333,32.70083
church,-117.11333,32.74944
church,-117.11472,32.76306
church,-117.115,32.69556
church,-117.115,32.69778
church,-117.11639,32.705
church,-117.11694,32.69583
church,-117.11722,32.70083
church,-117.11778,32.7625
church,-117.11778,33.50111
church,-117.11806,32.70444
church,-117.11833,32.70556
church,-117.11861,32.75167
church,-117.11889,32.77333
church,-117.12028,33.83722
church,-117.12083,32.70139
church,-117.12111,32.6975
church,-117.12111,32.765
church,-117.12167,32.75667
church,-117.12333,32.70083
church,-117.12333,32.7475
church,-117.12389,32.70611
church,-117.12389,32.76306
church,-117.12444,32.70306
church,-117.12444,32.70722
church,-117.12444,32.70833
church,-117.12472,32.70306
church,-117.12472,32.79389
church,-117.12528,32.79278
church,-117.12556,32.70139
church,-117.12667,32.70111
church,-117.12667,32.70194
church,-117.12667,32.7075
church,-117.12667,32.70778
church,-117.12667,32.74889
church,-117.12694,32.7525
church,-117.1275,32.69806
church,-117.1275,32.80611
church,-117.12778,32.73944
church,-117.12778,32.75056
church,-117.12833,32.7
church,-117.12833,32.70556
church,-117.12833,32.72
church,-117.12833,32.76222
church,-117.12861,32.69583
church,-117.12889,32.72528
church,-117.12889,32.74417
church,-117.12889,32.74583
church,-117.12889,32.75611
church,-117.12944,32.75444
church,-117.12972,32.70778
church,-117.12972,32.7225
church,-117.13,32.69583
church,-117.13056,32.69528
church,-117.13056,32.71139
church,-117.13111,32.70306
church,-117.13222,32.76278
church,-117.13278,32.69667
church,-117.13306,32.80417
church,-117.13333,32.70722
church,-117.13333,32.74833
church,-117.13361,32.70722
church,-117.13361,32.71361
church,-117.13389,32.76111
church,-117.13417,32.7025
church,-117.13444,32.69917
church,-117.13528,32.70111
church,-117.13528,32.70639
church,-117.13528,32.75056
church,-117.13556,32.71806
church,-117.13611,32.70639
church,-117.1375,32.69722
church,-117.1375,32.70861
church,-117.13806,32.70639
church,-117.13917,32.69889
church,-117.13917,32.71444
church,-117.13944,32.69722
church,-117.14111,33.51028
church,-117.14139,32.71528
church,-117.14167,32.7025
church,-117.14194,32.7125
church,-117.14278,33.80167
church,-117.14306,32.76222
church,-117.14361,32.78694
church,-117.14389,32.74694
church,-117.14417,32.70194
church,-117.14417,32.74611
church,-117.14472,32.70417
church,-117.145,32.75028
church,-117.145,32.75194
church,-117.145,32.75639
church,-117.145,32.76222
church,-117.14528,32.74972
church,-117.14556,32.71111
church,-117.14611,32.75028
church,-117.14611,32.75278
church,-117.14667,32.70333
church,-117.14722,32.75111
church,-117.14833,32.70972
church,-117.14889,32.71389
church,-117.15,32.74139
church,-117.15417,34.04417
church,-117.155,32.715
church,-117.15528,33.92861
church,-117.15528,34.05583
church,-117.15556,32.82222
church,-117.15583,34.04806
church,-117.15722,32.80722
church,-117.15833,32.745
church,-117.15833,34.06667
church,-117.15861,34.06944
church,-117.15889,32.72528
church,-117.15917,32.73361
church,-117.15917,32.73472
church,-117.16028,32.71889
church,-117.16083,32.72111
church,-117.16083,32.72361
church,-117.16083,32.78889
church,-117.16139,32.72
church,-117.16167,32.72472
church,-117.16167,32.73139
church,-117.1625,32.73111
church,-117.16333,32.72472
church,-117.16361,32.8075
church,-117.16389,32.79611
church,-117.16389,32.82056
church,-117.16417,32.78972
church,-117.16472,34.06528
church,-117.16583,32.79361
church,-117.16583,33.9175
church,-117.16611,32.72278
church,-117.16639,32.79
church,-117.16667,32.75333
church,-117.16694,32.81389
church,-117.16833,34.06667
church,-117.16889,32.78056
church,-117.16917,32.7825
church,-117.16917,34.0625
church,-117.16944,32.78056
church,-117.16944,32.78778
church,-117.17056,32.78028
church,-117.17056,32.82778
church,-117.17111,32.82
church,-117.17139,32.69833
church,-117.17139,32.79333
church,-117.17139,32.82778
church,-117.17167,32.75111
church,-117.17167,32.78333
church,-117.17278,32.77556
church,-117.17278,34.06056
church,-117.17278,34.06306
church,-117.17306,32.69306
church,-117.17306,32.78056
church,-117.17361,32.75111
church,-117.17361,34.06861
church,-117.17417,32.69306
church,-117.17472,32.68972
church,-117.17472,32.82833
church,-117.17472,34.05611
church,-117.17556,32.75056
church,-117.17556,32.81833
church,-117.17556,34.06222
church,-117.17583,32.77333
church,-117.17639,32.68861
church,-117.17667,32.7725
church,-117.17667,34.05944
church,-117.17722,34.05472
church,-117.1775,32.68528
church,-117.1775,32.68667
church,-117.1775,34.05528
church,-117.17833,32.69056
church,-117.17833,34.07333
church,-117.17861,34.04972
church,-117.17861,34.05194
church,-117.17917,34.06056
church,-117.17944,34.05361
church,-117.17972,32.83194
church,-117.18,32.81083
church,-117.18,34.05389
church,-117.18028,34.05111
church,-117.18028,34.06389
church,-117.18056,34.05278
church,-117.18083,34.05361
church,-117.18139,34.06861
church,-117.18167,34.05222
church,-117.18167,34.05444
church,-117.1825,32.83556
church,-117.1825,34.04222
church,-117.18278,32.81028
church,-117.18278,34.06556
church,-117.18306,32.80556
church,-117.18306,34.055
church,-117.18333,32.80306
church,-117.18361,32.8025
church,-117.18389,34.06389
church,-117.18389,34.06444
church,-117.18417,34.065
church,-117.18417,34.06806
church,-117.18417,34.07
church,-117.18583,34.06556
church,-117.18639,34.06306
church,-117.1875,32.69694
church,-117.1875,34.06556
church,-117.18917,32.78306
church,-117.18917,34.05361
church,-117.19028,33.92167
church,-117.19056,32.82333
church,-117.19056,32.82611
church,-117.19056,34.06833
church,-117.19278,32.75083
church,-117.19444,32.75333
church,-117.19667,34.92194
church,-117.19694,32.81333
church,-117.1975,33.69722
church,-117.19806,32.80278
church,-117.19861,32.80361
church,-117.19861,33.69833
church,-117.19917,32.83389
church,-117.19944,32.78917
church,-117.19944,32.83361
church,-117.19972,32.83222
church,-117.20056,32.77861
church,-117.20111,32.79444
church,-117.20139,32.77139
church,-117.20333,32.78278
church,-117.20472,34.12083
church,-117.2075,32.74278
church,-117.20833,32.82528
church,-117.20889,33.16028
church,-117.21111,33.1725
church,-117.21111,33.71
church,-117.21222,33.55722
church,-117.21333,33.175
church,-117.21417,33.36972
church,-117.21444,33.3475
church,-117.21528,32.83083
church,-117.21528,32.83139
church,-117.21583,34.04889
church,-117.21694,32.85056
church,-117.2175,33.18
church,-117.22194,32.84972
church,-117.22222,32.85028
church,-117.22472,33.79333
church,-117.225,33.22889
church,-117.225,33.92389
church,-117.22528,33.95167
church,-117.22583,33.23139
church,-117.22611,33.22111
church,-117.22611,33.37556
church,-117.22667,33.17611
church,-117.22667,33.37167
church,-117.22694,33.56361
church,-117.22722,33.37028
church,-117.22833,33.1925
church,-117.22833,33.37444
church,-117.22861,32.73889
church,-117.22861,32.75194
church,-117.22861,33.37611
church,-117.22861,33.38722
church,-117.22972,33.78111
church,-117.22972,33.93528
church,-117.23083,33.3575
church,-117.23139,33.21083
church,-117.23139,33.78361
church,-117.23194,33.19194
church,-117.23194,33.78222
church,-117.2325,33.21861
church,-117.2325,33.21944
church,-117.23278,32.74944
church,-117.23278,32.80861
church,-117.23278,33.23806
church,-117.23306,32.72333
church,-117.23306,33.22
church,-117.23333,33.93222
church,-117.23361,33.77361
church,-117.23361,33.78389
church,-117.23389,33.92861
church,-117.23389,33.93611
church,-117.23389,33.94472
church,-117.23444,33.20222
church,-117.23444,33.93583
church,-117.23444,33.93639
church,-117.23472,33.9375
church,-117.235,34.1475
church,-117.23528,32.74583
church,-117.23528,33.37611
church,-117.23611,33.6875
church,-117.23639,32.79833
church,-117.23639,33.20556
church,-117.23667,33.205
church,-117.23694,32.79556
church,-117.23722,32.79917
church,-117.23833,32.79583
church,-117.23833,33.20167
church,-117.23861,32.8
church,-117.23917,33.93528
church,-117.23944,32.79639
church,-117.23944,33.38
church,-117.24222,32.7225
church,-117.2425,32.74611
church,-117.24278,32.79472
church,-117.24278,33.20167
church,-117.24306,34.12639
church,-117.24333,32.79722
church,-117.24333,34.05778
church,-117.24361,33.19972
church,-117.24389,32.74778
church,-117.24417,32.74722
church,-117.24417,32.8
church,-117.24417,33.20528
church,-117.24444,33.20639
church,-117.24472,32.74639
church,-117.24556,32.74556
church,-117.24583,32.74611
church,-117.24583,33.18472
church,-117.24611,32.79972
church,-117.24639,33.19306
church,-117.24639,33.19472
church,-117.24694,33.38528
church,-117.2475,33.37944
church,-117.24778,32.71861
church,-117.24778,33.38528
church,-117.24917,34.13111
church,-117.24944,32.79472
church,-117.25028,33.21528
church,-117.25028,33.38556
church,-117.25083,33.37833
church,-117.25083,33.38639
church,-117.25111,33.38306
church,-117.25167,32.80056
church,-117.25167,32.99194
church,-117.25194,32.80167
church,-117.25194,33.19639
church,-117.25194,33.38222
church,-117.25222,32.80667
church,-117.25222,33.18694
church,-117.25306,33.18389
church,-117.25306,33.38111
church,-117.25333,32.79111
church,-117.25333,33.22083
church,-117.25389,32.73583
church,-117.25417,33.38139
church,-117.25472,33.19917
church,-117.255,33.20111
church,-117.255,34.12167
church,-117.25556,33.90056
church,-117.25583,33.76083
church,-117.25611,32.98944
church,-117.25611,33.21083
church,-117.25611,33.21167
church,-117.25667,34.16139
church,-117.25667,34.41472
church,-117.25694,32.98944
church,-117.25694,33.76528
church,-117.25778,34.14167
church,-117.25806,34.54056
church,-117.25889,33.76444
church,-117.25944,34.07028
church,-117.26056,32.98083
church,-117.26056,34.13833
church,-117.26083,32.99056
church,-117.26111,34.0525
church,-117.2625,33.91722
church,-117.26278,32.98444
church,-117.26306,32.985
church,-117.26722,33.20361
church,-117.26806,33.91667
church,-117.26944,32.84722
church,-117.27028,33.85167
church,-117.27111,32.84806
church,-117.27167,34.11806
church,-117.27222,32.84389
church,-117.2725,34.42806
church,-117.27278,32.82194
church,-117.27278,34.14111
church,-117.27333,33.18306
church,-117.27389,34.16472
church,-117.27472,32.83611
church,-117.27472,32.83667
church,-117.27528,34.08167
church,-117.27583,32.84472
church,-117.27611,32.83417
church,-117.27611,32.83972
church,-117.27611,32.84333
church,-117.27639,34.12806
church,-117.2775,34.08833
church,-117.27806,34.11972
church,-117.27806,34.14639
church,-117.27833,34.085
church,-117.27889,33.76639
church,-117.27889,34.10111
church,-117.27889,34.17444
church,-117.27917,34.13611
church,-117.27944,33.19167
church,-117.27972,34.08194
church,-117.27972,34.10306
church,-117.28,34.43306
church,-117.28056,34.12889
church,-117.28111,34.39528
church,-117.28139,34.10194
church,-117.28222,34.17306
church,-117.28278,33.1875
church,-117.28361,34.14778
church,-117.28361,34.15917
church,-117.28389,34.12944
church,-117.28417,34.16944
church,-117.28444,33.64222
church,-117.28472,34.0925
church,-117.28583,34.0975
church,-117.28611,34.11528
church,-117.28694,33.62
church,-117.28694,34.11611
church,-117.28694,34.12444
church,-117.28833,34.08528
church,-117.28833,34.11361
church,-117.28833,34.12583
church,-117.28833,34.13889
church,-117.28861,34.11806
church,-117.28917,34.10111
church,-117.28917,34.13639
church,-117.28944,34.165
church,-117.28972,34.175
church,-117.29056,33.64611
church,-117.29083,34.12917
church,-117.29139,34.12833
church,-117.29139,34.13278
church,-117.29306,33.83389
church,-117.29333,34.45889
church,-117.29361,34.15722
church,-117.29361,34.16806
church,-117.29389,34.53972
church,-117.29444,34.53
church,-117.29472,34.53556
church,-117.29528,34.11611
church,-117.29528,34.12056
church,-117.29528,34.53528
church,-117.29583,34.1125
church,-117.29639,33.94667
church,-117.29639,34.54167
church,-117.29722,34.04806
church,-117.2975,34.10944
church,-117.29778,34.50056
church,-117.29806,34.12889
church,-117.29806,34.13
church,-117.29806,34.14389
church,-117.29833,34.11806
church,-117.29917,34.11056
church,-117.29972,34.10861
church,-117.29972,34.11167
church,-117.29972,34.53083
church,-117.29972,34.53722
church,-117.3025,34.08278
church,-117.3025,34.45222
church,-117.30278,34.08917
church,-117.30306,34.13944
church,-117.30417,34.51056
church,-117.30639,34.17222
church,-117.30694,34.11361
church,-117.30778,34.04389
church,-117.30806,34.0225
church,-117.30917,34.03306
church,-117.31028,34.07361
church,-117.31028,34.07889
church,-117.31056,34.12111
church,-117.31111,33.98333
church,-117.31139,34.11028
church,-117.31167,34.03389
church,-117.31167,34.09028
church,-117.3125,34.12972
church,-117.31278,34.07028
church,-117.31278,34.07694
church,-117.31278,34.51389
church,-117.31306,34.03611
church,-117.31306,34.09667
church,-117.31306,34.13972
church,-117.31333,34.0725
church,-117.31333,34.08389
church,-117.31333,34.12444
church,-117.31361,33.98028
church,-117.31389,33.97583
church,-117.31389,34.09944
church,-117.31472,34.13278
church,-117.31472,34.42444
church,-117.31556,34.07278
church,-117.31583,34.135
church,-117.31611,34.10861
church,-117.31611,34.13306
church,-117.31639,33.16694
church,-117.31639,34.06667
church,-117.31667,34.07167
church,-117.31667,34.11972
church,-117.31722,34.11472
church,-117.31722,34.45222
church,-117.3175,34.12917
church,-117.31806,34.10778
church,-117.31833,34.12444
church,-117.31889,34.08111
church,-117.31889,34.12111
church,-117.31917,33.23306
church,-117.31972,34.07056
church,-117.31972,34.11167
church,-117.32,34.45417
church,-117.32028,34.07556
church,-117.32028,34.13
church,-117.32083,34.02417
church,-117.32083,34.44028
church,-117.32111,34.06861
church,-117.32111,34.07694
church,-117.32167,34.03333
church,-117.32167,34.07361
church,-117.32194,34.11972
church,-117.32194,34.12833
church,-117.32222,34.01833
church,-117.3225,34.07
church,-117.32278,34.06833
church,-117.32278,34.06917
church,-117.32278,34.43139
church,-117.32333,34.02333
church,-117.32333,34.11972
church,-117.32389,34.06167
church,-117.32417,34.07
church,-117.32417,34.13639
church,-117.32417,34.42778
church,-117.32444,34.06806
church,-117.325,34.06889
church,-117.32528,33.16194
church,-117.32528,33.17722
church,-117.32583,33.16139
church,-117.32639,34.42444
church,-117.32694,34.08417
church,-117.32694,34.48556
church,-117.32806,33.19194
church,-117.32806,33.66667
church,-117.32806,33.86028
church,-117.32917,34.17111
church,-117.32972,33.98361
church,-117.32972,34.14611
church,-117.32972,34.49833
church,-117.33,34.08444
church,-117.33056,34.14167
church,-117.33056,34.145
church,-117.33056,34.14611
church,-117.33083,33.8725
church,-117.33083,34.41444
church,-117.33111,33.2175
church,-117.33111,33.67167
church,-117.33111,34.01556
church,-117.33194,33.67306
church,-117.33194,33.67444
church,-117.33194,33.98972
church,-117.33222,33.67222
church,-117.33306,34.46833
church,-117.33361,33.66972
church,-117.33389,33.66972
church,-117.33417,33.16722
church,-117.33444,33.66944
church,-117.33472,34.13167
church,-117.335,34.15417
church,-117.33556,33.66972
church,-117.33556,34.01417
church,-117.33611,33.15444
church,-117.33667,33.20194
church,-117.33694,33.67111
church,-117.33778,34.40417
church,-117.33778,34.50361
church,-117.33806,33.16056
church,-117.33833,33.9825
church,-117.33833,34.15389
church,-117.33861,34.01722
church,-117.33944,34.15083
church,-117.34,33.8725
church,-117.34056,34.45611
church,-117.34222,33.15972
